 1.724; 9.092;17.228;35.853
 3.580;15.112;35.089;55.842
 5.212;18.743;45.772;55.444
 7.101;25.715;43.290;42.096
 8.096;26.252;39.448;28.274
10.018;29.102;32.384;-1.369
10.439;27.961;19.067;-25.095
12.003;25.095; 1.183;-58.074
13.079;20.010;-16.761;-53.005
13.518;14.302;-28.513;-43.417
13.399; 8.377;-35.750;-35.082
14.485; 2.324;-45.364;-4.610
14.290;-5.149;-39.362;20.704
14.409;-12.242;-32.117;51.177
14.099;-17.039;-22.368;52.104
12.551;-24.908;-6.607;60.298
11.594;-24.620; 9.915;39.904
10.741;-27.329;20.538;14.861
 9.586;-28.116;39.195;-16.192
 8.583;-24.421;38.931;-36.554
 6.831;-22.402;37.771;-57.009
 4.979;-18.998;32.821;-58.583
 3.392;-12.178;21.989;-41.427
 1.736;-5.367;11.237;-20.143
-0.000; 1.293;-4.135; 6.919
-1.715; 9.057;-20.265;32.274
-3.363;16.150;-36.527;57.194
-5.130;20.626;-35.381;51.864
-7.043;24.814;-42.189;53.163
-8.516;26.076;-33.653;28.136
-9.503;29.861;-25.677;-1.576
-10.581;29.175;-17.641;-29.198
-11.518;22.543;-1.204;-53.197
-13.124;19.688;16.067;-61.949
-13.054;15.146;31.350;-44.110
-13.992; 8.858;40.415;-33.193
-14.756; 2.189;43.031;-4.669
-13.511;-5.394;42.056;24.448
-14.402;-11.875;35.954;40.725
-13.512;-16.626;20.964;57.551
-12.362;-24.922; 5.488;52.258
-11.864;-24.133;-8.388;34.333
-10.853;-28.103;-25.352;14.663
-9.632;-27.897;-32.665;-15.656
-8.689;-25.480;-44.728;-46.853
-6.669;-21.808;-43.420;-60.737
-5.136;-18.944;-33.881;-50.584
-3.684;-11.680;-22.303;-37.095
-1.847;-6.220;-11.264;-20.173
 0.000; 1.341; 4.818; 8.974
 1.718; 8.590;17.635;28.995
 3.368;14.284;33.852;53.999
 5.132;21.482;34.037;55.784
 6.948;26.444;46.999;44.798
 8.647;27.595;37.037;21.073
10.055;28.067;28.130;-1.297
11.279;27.507;16.678;-29.034
11.416;24.499; 1.041;-38.894
12.827;20.597;-14.809;-48.420
13.443;15.116;-26.088;-55.913
14.038; 8.677;-40.434;-33.415
14.406; 2.148;-44.187;-6.648
13.461;-5.404;-34.817;18.718
13.540;-12.721;-31.568;41.661
12.963;-16.603;-23.128;56.398
12.995;-22.563;-6.352;48.239
12.058;-24.254;10.318;30.291
10.872;-25.823;21.704;10.506
 9.450;-26.330;38.419;-17.227
 8.297;-26.418;42.968;-35.094
 6.738;-21.986;39.859;-47.027
 5.256;-16.543;38.164;-49.710
 3.362;-13.085;28.104;-51.011
 1.727;-5.657;12.068;-19.001
-0.000; 1.314;-3.990; 9.788
-1.822; 9.095;-19.252;27.613
-3.437;15.658;-29.894;50.365
-5.206;22.310;-43.351;49.653
-6.475;23.601;-45.706;39.693
-8.529;28.520;-38.468;27.692
-9.879;26.555;-32.593;-1.226
-10.828;26.879;-18.179;-33.096
-11.375;26.839;-1.208;-51.848
-13.273;21.543;15.229;-53.590
-12.901;14.811;24.359;-45.622
-13.413; 9.687;38.061;-36.413
-13.491; 2.089;45.718;-4.898
-13.695;-4.463;39.030;20.826
-13.755;-11.185;38.164;52.640
-13.155;-17.846;21.572;45.936
-12.220;-23.645; 6.199;47.617
-11.606;-28.456;-9.321;30.826
-11.072;-27.590;-23.431;11.848
-9.510;-25.304;-37.309;-16.031
-8.411;-26.142;-36.946;-43.570
-6.882;-21.310;-42.804;-44.188
-5.182;-19.056;-32.535;-60.389
-3.454;-12.768;-22.414;-35.899
-1.806;-5.422;-11.712;-20.555
